Job Title,Company Name,Job Location,Job Type,Experience Required,Posted Date,Application Deadline,Job Portal,Number of Applicants,Education Requirement,Skills Required,Remote/Onsite
Data Scientist,Amazon,Bangalore,Part-time,0-2 years,1/20/2025,2/18/2025,Indeed,463,MBA,UI/UX,Onsite
Data Scientist,IBM,Jaipur,Contract,2-5 years,12/27/2024,1/19/2025,LinkedIn,336,B.Tech,AWS,Hybrid
Data Scientist,Wipro,Mumbai,Internship,10+ years,1/15/2025,2/4/2025,Naukri.com,178,PhD,C++,Hybrid
Data Scientist,Amazon,Ahmedabad,Internship,10+ years,12/29/2024,1/12/2025,LinkedIn,118,B.Tech,React,Hybrid
Data Scientist,Deloitte,Delhi,Internship,2-5 years,12/28/2024,1/12/2025,Naukri.com,370,M.Tech,Excel,Onsite
Data Scientist,Microsoft,Chennai,Full-time,2-5 years,1/21/2025,2/15/2025,Naukri.com,361,MBA,React,Hybrid
Data Scientist,Microsoft,Bangalore,Part-time,10+ years,12/31/2024,1/10/2025,Naukri.com,236,MBA,Python,Remote
(Sr.) Data Scientist -,Infosys,Hyderabad,Full-time,0-2 years,12/27/2024,1/13/2025,Indeed,345,B.Tech,AWS,Remote
Senior Data Scientist,Deloitte,Bangalore,Part-time,0-2 years,12/29/2024,1/8/2025,Indeed,107,PhD,Excel,Remote
Data Scientist,Deloitte,Mumbai,Internship,2-5 years,1/20/2025,2/10/2025,Indeed,401,B.Tech,C++,Hybrid
Data Scientist,Google,Noida,Internship,10+ years,12/27/2024,1/13/2025,Indeed,223,B.Sc,Machine Learning,Onsite
Computer Scientist 1,Amazon,Ahmedabad,Internship,5-10 years,12/31/2024,1/7/2025,LinkedIn,273,B.Tech,UI/UX,Remote
Lead Data Scientist,Microsoft,Ahmedabad,Internship,0-2 years,1/8/2025,2/1/2025,Indeed,104,B.Tech,SQL,Hybrid
Data Scientist,HCL,Jaipur,Contract,0-2 years,1/10/2025,2/2/2025,LinkedIn,317,B.Tech,Java,Onsite
Data Scientist,Google,Bangalore,Full-time,2-5 years,1/5/2025,1/22/2025,LinkedIn,260,PhD,C++,Remote
Data Scientist,Google,Bangalore,Internship,2-5 years,12/24/2024,1/11/2025,Indeed,269,PhD,React,Onsite
Data Scientist,Infosys,Chennai,Part-time,10+ years,12/31/2024,1/11/2025,LinkedIn,160,PhD,C++,Remote
Data Scientist,Deloitte,Delhi,Contract,10+ years,1/6/2025,1/23/2025,Indeed,196,B.Sc,Digital Marketing,Hybrid
Data Scientist,Google,Hyderabad,Contract,10+ years,12/23/2024,1/18/2025,Naukri.com,176,MBA,Machine Learning,Remote
Data Scientist,Amazon,Mumbai,Internship,10+ years,12/29/2024,1/14/2025,LinkedIn,194,MBA,Java,Hybrid
Data Scientist,Amazon,Noida,Part-time,0-2 years,1/6/2025,2/5/2025,LinkedIn,420,B.Tech,React,Hybrid
Data Engineer,IBM,Mumbai,Internship,0-2 years,1/4/2025,1/28/2025,Naukri.com,47,B.Sc,React,Onsite
Data Scientist,Microsoft,Ahmedabad,Internship,0-2 years,1/11/2025,1/21/2025,Indeed,498,PhD,Python,Remote
Data Scientist,TCS,Ahmedabad,Contract,10+ years,1/21/2025,2/12/2025,Naukri.com,418,MBA,C++,Onsite
Data Scientist,Infosys,Hyderabad,Internship,5-10 years,1/1/2025,1/10/2025,LinkedIn,411,PhD,React,Hybrid
Data Scientist/Data Analytics Practitioner,Amazon,Mumbai,Part-time,0-2 years,1/7/2025,2/2/2025,LinkedIn,209,M.Tech,UI/UX,Onsite
Data Scientist,Amazon,Pune,Full-time,0-2 years,12/26/2024,1/11/2025,Indeed,400,B.Sc,UI/UX,Remote
Data Scientist,IBM,Jaipur,Part-time,0-2 years,1/16/2025,1/26/2025,Indeed,299,B.Sc,Python,Onsite
Data Scientist,TCS,Pune,Part-time,5-10 years,1/13/2025,1/26/2025,LinkedIn,298,MBA,Machine Learning,Onsite
Data Scientist,Amazon,Kolkata,Part-time,2-5 years,1/16/2025,1/29/2025,Indeed,113,B.Sc,SQL,Remote
"Data Scientist, Kinship - NYC/Portland",TCS,Hyderabad,Full-time,10+ years,12/29/2024,1/22/2025,Indeed,405,PhD,Python,Hybrid
Data Scientist,Infosys,Pune,Full-time,10+ years,1/9/2025,1/16/2025,LinkedIn,154,B.Tech,Excel,Onsite
Data Scientist,HCL,Ahmedabad,Full-time,0-2 years,1/5/2025,1/23/2025,LinkedIn,244,MBA,React,Remote
Data Scientist,IBM,Delhi,Contract,10+ years,1/8/2025,1/22/2025,LinkedIn,49,M.Tech,AWS,Remote
Data Scientist,Google,Kolkata,Part-time,5-10 years,12/29/2024,1/8/2025,LinkedIn,394,PhD,SQL,Onsite
Data Scientist - TS/SCI Required,HCL,Ahmedabad,Part-time,0-2 years,12/25/2024,1/5/2025,LinkedIn,388,B.Tech,Java,Remote
Data Scientist,Amazon,Noida,Internship,2-5 years,1/6/2025,1/20/2025,Naukri.com,154,B.Tech,AWS,Hybrid
Senior Data Scientist,Amazon,Kolkata,Part-time,2-5 years,12/24/2024,1/17/2025,Indeed,340,MBA,Digital Marketing,Hybrid
Data Scientist,TCS,Chennai,Part-time,0-2 years,12/27/2024,1/17/2025,Naukri.com,137,PhD,AWS,Onsite
Data Scientist(s)/Machine Learning Engineer,Infosys,Noida,Internship,0-2 years,1/6/2025,1/22/2025,Indeed,173,M.Tech,AWS,Hybrid
Data Scientist,IBM,Mumbai,Part-time,2-5 years,1/19/2025,2/9/2025,LinkedIn,210,B.Tech,Python,Hybrid
Data Engineer,HCL,Delhi,Full-time,2-5 years,1/5/2025,1/23/2025,LinkedIn,119,PhD,C++,Remote
Data Scientist,HCL,Jaipur,Full-time,0-2 years,12/23/2024,1/19/2025,LinkedIn,287,M.Tech,C++,Onsite
Data Scientist,Wipro,Delhi,Internship,10+ years,1/17/2025,2/10/2025,LinkedIn,439,M.Tech,Excel,Onsite
"AI/ML - Machine Learning Scientist, Siri Understanding",Google,Kolkata,Contract,0-2 years,1/8/2025,1/19/2025,Naukri.com,261,B.Sc,Excel,Hybrid
Data Scientist,Amazon,Bangalore,Contract,0-2 years,1/21/2025,2/4/2025,LinkedIn,79,B.Tech,Machine Learning,Onsite
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,Google,Noida,Contract,2-5 years,12/29/2024,1/21/2025,Naukri.com,425,PhD,Python,Onsite
Data Scientist,Google,Delhi,Part-time,5-10 years,12/30/2024,1/29/2025,Indeed,69,B.Tech,C++,Remote
Data Science Software Engineer,Deloitte,Chennai,Full-time,2-5 years,12/27/2024,1/4/2025,Indeed,350,M.Tech,SQL,Remote
"Scientist / Group Lead, Cancer Biology",Infosys,Chennai,Part-time,5-10 years,1/17/2025,2/12/2025,LinkedIn,470,M.Tech,Machine Learning,Hybrid
AI Ops Data Scientist,Wipro,Noida,Part-time,5-10 years,12/23/2024,1/10/2025,Indeed,473,B.Sc,Python,Remote
Senior Data Scientist,Accenture,Mumbai,Part-time,10+ years,1/16/2025,1/24/2025,Naukri.com,438,M.Tech,Excel,Onsite
Sr. ML/Data Scientist - AI/NLP/Chatbot,TCS,Mumbai,Part-time,0-2 years,1/12/2025,2/5/2025,LinkedIn,87,PhD,Digital Marketing,Hybrid
Data Scientist,TCS,Pune,Internship,5-10 years,1/2/2025,1/15/2025,Naukri.com,319,M.Tech,Java,Hybrid
Data Scientist,Wipro,Noida,Full-time,5-10 years,1/12/2025,1/20/2025,LinkedIn,462,M.Tech,UI/UX,Remote
Data Scientist,TCS,Chennai,Full-time,2-5 years,12/26/2024,1/25/2025,Indeed,469,MBA,SQL,Hybrid
Data Scientist,HCL,Bangalore,Part-time,0-2 years,12/30/2024,1/21/2025,Naukri.com,285,B.Tech,Java,Onsite
Data Scientist,Google,Kolkata,Contract,0-2 years,1/13/2025,1/29/2025,Indeed,107,PhD,React,Hybrid
Data Scientist,Microsoft,Chennai,Contract,2-5 years,12/25/2024,1/5/2025,Naukri.com,164,B.Tech,Java,Onsite
Data Scientist,HCL,Mumbai,Internship,0-2 years,12/25/2024,1/13/2025,Naukri.com,150,M.Tech,Python,Remote
Data Scientist,Infosys,Jaipur,Part-time,2-5 years,1/20/2025,1/29/2025,Naukri.com,129,B.Sc,Python,Remote
Data Scientist,Amazon,Delhi,Full-time,2-5 years,12/30/2024,1/12/2025,Naukri.com,289,M.Tech,Digital Marketing,Onsite
Data Scientist,Amazon,Bangalore,Contract,5-10 years,1/11/2025,2/5/2025,Indeed,287,PhD,AWS,Remote
Data Scientist,Accenture,Ahmedabad,Contract,5-10 years,1/10/2025,1/20/2025,LinkedIn,43,MBA,AWS,Onsite
Data Scientist,Accenture,Hyderabad,Part-time,2-5 years,1/10/2025,1/26/2025,Indeed,385,MBA,Machine Learning,Hybrid
Data Scientist,Wipro,Mumbai,Internship,2-5 years,1/20/2025,2/10/2025,Naukri.com,268,B.Tech,Excel,Hybrid
Data Scientist,TCS,Jaipur,Part-time,0-2 years,12/29/2024,1/17/2025,Naukri.com,335,B.Tech,Excel,Remote
Data Scientist,Wipro,Ahmedabad,Full-time,0-2 years,1/15/2025,2/9/2025,Indeed,494,PhD,C++,Remote
Data Scientist,Amazon,Bangalore,Full-time,10+ years,1/17/2025,1/26/2025,LinkedIn,163,B.Tech,AWS,Onsite
Data Scientist,Infosys,Noida,Part-time,10+ years,1/17/2025,2/15/2025,Indeed,188,MBA,SQL,Remote
Data Scientist,Infosys,Jaipur,Internship,10+ years,12/29/2024,1/7/2025,Indeed,371,MBA,Excel,Hybrid
Data Scientist / Machine Learning Expert,Wipro,Ahmedabad,Contract,0-2 years,12/27/2024,1/11/2025,Indeed,184,M.Tech,Python,Remote
Data Scientist,Wipro,Jaipur,Internship,10+ years,12/27/2024,1/9/2025,Naukri.com,410,B.Sc,Java,Remote
Staff Data Scientist - Analytics,TCS,Bangalore,Part-time,10+ years,1/20/2025,1/29/2025,Indeed,91,B.Sc,Excel,Remote
Data Scientist,Infosys,Chennai,Contract,5-10 years,1/15/2025,1/24/2025,Indeed,278,PhD,Java,Remote
Data Scientist,Accenture,Mumbai,Part-time,10+ years,1/1/2025,1/20/2025,Naukri.com,43,M.Tech,SQL,Onsite
Data Scientist,Google,Noida,Part-time,0-2 years,12/24/2024,1/20/2025,LinkedIn,331,M.Tech,Java,Onsite
"Data Scientist - Statistics, Early Career",IBM,Jaipur,Contract,2-5 years,1/9/2025,1/27/2025,Naukri.com,199,M.Tech,Python,Onsite
Data Modeler,HCL,Bangalore,Full-time,2-5 years,1/11/2025,1/21/2025,LinkedIn,429,PhD,UI/UX,Onsite
Data Scientist,Amazon,Pune,Internship,10+ years,1/7/2025,1/14/2025,Indeed,182,MBA,SQL,Onsite
Experienced Data Scientist,Accenture,Kolkata,Internship,10+ years,1/1/2025,1/26/2025,Indeed,189,B.Sc,Digital Marketing,Remote
Data Scientist - Contract,Wipro,Bangalore,Part-time,0-2 years,12/28/2024,1/14/2025,Naukri.com,168,B.Tech,SQL,Hybrid
Data Scientist,Microsoft,Ahmedabad,Full-time,10+ years,12/25/2024,1/14/2025,Naukri.com,12,MBA,UI/UX,Onsite
Data Analyst II,Microsoft,Pune,Full-time,2-5 years,12/24/2024,1/14/2025,Naukri.com,175,B.Tech,SQL,Hybrid
Medical Lab Scientist,TCS,Ahmedabad,Full-time,0-2 years,12/30/2024,1/17/2025,Indeed,492,M.Tech,Machine Learning,Onsite
Data Scientist,Wipro,Mumbai,Internship,0-2 years,1/18/2025,1/26/2025,LinkedIn,401,B.Sc,C++,Hybrid
Data Scientist/Machine Learning,IBM,Jaipur,Part-time,2-5 years,1/4/2025,2/3/2025,Indeed,242,MBA,SQL,Remote
Human Factors Scientist,Google,Hyderabad,Part-time,2-5 years,1/18/2025,2/6/2025,LinkedIn,316,M.Tech,AWS,Onsite
Business Intelligence Analyst I- Data Insights,Wipro,Kolkata,Internship,10+ years,12/28/2024,1/22/2025,Indeed,169,M.Tech,C++,Onsite
Data Scientist,IBM,Hyderabad,Part-time,0-2 years,1/16/2025,2/10/2025,Indeed,324,B.Sc,Java,Onsite
Data Scientist,Accenture,Chennai,Contract,5-10 years,1/5/2025,1/18/2025,Naukri.com,418,M.Tech,AWS,Remote
Data Scientist - Risk,Amazon,Delhi,Part-time,0-2 years,1/18/2025,2/7/2025,LinkedIn,424,B.Tech,Java,Remote
Data Scientist-Human Resources,Amazon,Hyderabad,Part-time,0-2 years,1/11/2025,1/22/2025,LinkedIn,44,PhD,Excel,Hybrid
Data Scientist,Deloitte,Mumbai,Contract,5-10 years,12/26/2024,1/6/2025,Naukri.com,377,PhD,Digital Marketing,Remote
Data Scientist,Wipro,Jaipur,Internship,5-10 years,1/18/2025,2/12/2025,Naukri.com,136,MBA,Python,Onsite
Data Scientist,IBM,Delhi,Full-time,10+ years,1/20/2025,1/30/2025,Naukri.com,206,MBA,AWS,Onsite
Data Scientist / Machine Learning Expert,Wipro,Ahmedabad,Contract,2-5 years,12/30/2024,1/25/2025,Naukri.com,123,PhD,AWS,Onsite
Data Scientist,Wipro,Pune,Contract,0-2 years,1/15/2025,2/8/2025,Naukri.com,278,PhD,UI/UX,Hybrid
Senior Research Statistician- Data Scientist,Google,Hyderabad,Part-time,10+ years,1/8/2025,1/30/2025,Indeed,328,MBA,AWS,Hybrid
Data Engineer,IBM,Noida,Internship,0-2 years,12/27/2024,1/18/2025,Naukri.com,269,M.Tech,Digital Marketing,Onsite
Associate Data Scientist,Google,Pune,Contract,0-2 years,1/14/2025,1/28/2025,Naukri.com,197,M.Tech,Python,Onsite
Business Intelligence Analyst,Accenture,Ahmedabad,Part-time,0-2 years,1/4/2025,2/3/2025,Naukri.com,335,B.Tech,Machine Learning,Remote
Data Scientist,Infosys,Bangalore,Part-time,0-2 years,1/5/2025,1/25/2025,Indeed,27,M.Tech,Machine Learning,Onsite
Data Scientist,Wipro,Hyderabad,Internship,5-10 years,12/29/2024,1/20/2025,Naukri.com,90,M.Tech,Digital Marketing,Onsite
Senior Analyst/Data Scientist,Amazon,Chennai,Part-time,2-5 years,1/20/2025,2/19/2025,Naukri.com,114,M.Tech,Excel,Onsite
Data Analyst,IBM,Chennai,Internship,0-2 years,1/21/2025,2/9/2025,LinkedIn,144,B.Tech,C++,Onsite
Machine Learning Engineer,Google,Bangalore,Part-time,0-2 years,12/30/2024,1/12/2025,LinkedIn,312,B.Tech,Excel,Onsite
Data Analyst I,HCL,Noida,Part-time,2-5 years,1/17/2025,1/29/2025,Indeed,284,B.Tech,SQL,Hybrid
Scientist - Molecular Biology,TCS,Ahmedabad,Internship,10+ years,1/9/2025,2/4/2025,LinkedIn,174,MBA,SQL,Onsite
Data Scientist,HCL,Pune,Internship,10+ years,1/22/2025,2/11/2025,Indeed,481,B.Tech,Digital Marketing,Hybrid
"Computational Scientist, Machine Learning",Wipro,Pune,Internship,5-10 years,12/24/2024,1/17/2025,Indeed,410,PhD,Digital Marketing,Remote
Senior Data Scientist,Accenture,Delhi,Part-time,2-5 years,1/6/2025,1/20/2025,LinkedIn,358,M.Tech,SQL,Hybrid
Data Scientist,Wipro,Hyderabad,Part-time,0-2 years,1/10/2025,2/7/2025,Naukri.com,141,PhD,SQL,Onsite
Data Scientist,HCL,Ahmedabad,Full-time,10+ years,1/14/2025,1/25/2025,Indeed,475,B.Tech,UI/UX,Hybrid
Data Scientist,TCS,Noida,Contract,10+ years,1/17/2025,2/9/2025,LinkedIn,340,B.Tech,AWS,Hybrid
Data Analyst,Wipro,Delhi,Internship,2-5 years,1/21/2025,2/19/2025,Naukri.com,183,MBA,UI/UX,Onsite
Data Scientist,Microsoft,Chennai,Internship,0-2 years,1/5/2025,1/18/2025,Indeed,167,MBA,AWS,Hybrid
Data Scientist,Deloitte,Hyderabad,Full-time,10+ years,1/17/2025,2/1/2025,LinkedIn,43,B.Tech,SQL,Onsite
Jr. Data Engineer,HCL,Hyderabad,Contract,5-10 years,1/5/2025,1/23/2025,Naukri.com,242,PhD,AWS,Onsite
E-Commerce Data Analyst,Wipro,Ahmedabad,Contract,2-5 years,1/22/2025,2/18/2025,Naukri.com,415,M.Tech,React,Hybrid
Data Analytics Engineer,Infosys,Ahmedabad,Part-time,0-2 years,1/10/2025,2/4/2025,LinkedIn,447,B.Sc,Java,Remote
Senior Data Scientist,Amazon,Bangalore,Internship,2-5 years,1/4/2025,2/1/2025,Naukri.com,152,MBA,Pthon,Onsite
Product Data Scientist - Ads Data Science,Deloitte,Hyderabad,Internship,5-10 years,1/18/2025,2/11/2025,Naukri.com,100,PhD,AWS,Onsite
Data Scientist,Infosys,Noida,Part-time,0-2 years,1/11/2025,1/18/2025,Indeed,292,M.Tech,Python,Onsite
Data Scientist - Intermediate,Deloitte,Hyderabad,Contract,10+ years,1/6/2025,2/4/2025,Naukri.com,41,M.Tech,React,Remote
Data Analyst,Deloitte,Pune,Part-time,10+ years,1/1/2025,1/10/2025,Indeed,256,B.Sc,UI/UX,Hybrid
Machine Learning Engineer,Infosys,Chennai,Full-time,5-10 years,1/13/2025,2/6/2025,Indeed,451,B.Sc,SQL,Remote
Data Scientist,Wipro,Jaipur,Contract,5-10 years,1/17/2025,1/31/2025,LinkedIn,493,M.Tech,AWS,Remote
Data Scientist,Infosys,Noida,Full-time,2-5 years,1/10/2025,1/24/2025,Indeed,245,B.Tech,SQL,Onsite
Global Data Analyst,Accenture,Ahmedabad,Full-time,5-10 years,12/23/2024,1/18/2025,Naukri.com,194,MBA,Digital Marketing,Hybrid
Data Engineer,Wipro,Bangalore,Internship,0-2 years,12/28/2024,1/19/2025,LinkedIn,305,PhD,Python,Hybrid
Data Scientist,Accenture,Pune,Full-time,2-5 years,1/10/2025,1/20/2025,Naukri.com,237,M.Tech,Python,Hybrid
Data Scientist,Amazon,Mumbai,Full-time,10+ years,1/8/2025,2/4/2025,LinkedIn,200,M.Tech,Digital Marketing,Onsite
Data & Machine Learning Scientist,Google,Bangalore,Internship,2-5 years,1/22/2025,2/5/2025,LinkedIn,487,PhD,Excel,Hybrid
Data Scientist - Machine Learning,Accenture,Pune,Contract,2-5 years,12/26/2024,1/5/2025,Naukri.com,393,PhD,Python,Remote
Data Engineer (Remote),Google,Chennai,Part-time,2-5 years,12/26/2024,1/18/2025,LinkedIn,148,M.Tech,UI/UX,Remote
"Data Scientist, Applied Machine Learning - Bay Area",Amazon,Pune,Contract,0-2 years,1/14/2025,1/23/2025,Indeed,410,PhD,Excel,Onsite
Principal Data Scientist,HCL,Noida,Full-time,2-5 years,12/26/2024,1/19/2025,Naukri.com,31,B.Sc,AWS,Remote
Business Data Analyst,Wipro,Delhi,Part-time,0-2 years,12/24/2024,1/13/2025,LinkedIn,194,PhD,Machine Learning,Remote
Purification Scientist,Google,Bangalore,Internship,10+ years,1/17/2025,1/24/2025,Naukri.com,217,B.Tech,Pyton,Remote
Data Analyst,Amazon,Pune,Part-time,10+ years,1/21/2025,2/6/2025,LinkedIn,313,PhD,Digital Marketing,Hybrid
"Data Engineer, Enterprise Analytics",Microsoft,Hyderabad,Internship,5-10 years,1/17/2025,2/16/2025,LinkedIn,138,M.Tech,C++,Onsite
Data Scientist,Infosys,Ahmedabad,Full-time,5-10 years,1/17/2025,2/6/2025,LinkedIn,29,PhD,Excel,Remote
Data Scientist,Wipro,Chennai,Internship,5-10 years,1/4/2025,1/24/2025,Naukri.com,330,B.Sc,Digital Marketing,Remote
Data Scientist 3 (718),Microsoft,Hyderabad,Part-time,2-5 years,1/21/2025,2/17/2025,Indeed,321,M.Tech,SQL,Hybrid
"Real World Science, Data Scientist",Deloitte,Chennai,Full-time,10+ years,12/24/2024,12/31/2024,Naukri.com,465,B.Sc,C+,Hybrid
Data Scientist,IBM,Mumbai,Full-time,2-5 years,1/12/2025,1/28/2025,LinkedIn,271,M.Tech,Machine Learning,Remote
Data Engineer,HCL,Mumbai,Contract,10+ years,12/24/2024,1/17/2025,Indeed,469,MBA,AWS,Onsite
Data Scientist - Image and Video Analytics,HCL,Hyderabad,Internship,2-5 years,12/30/2024,1/8/2025,Naukri.com,51,MBA,React,Onsite
Data Scientist,Accenture,Chennai,Part-time,10+ years,1/21/2025,2/1/2025,LinkedIn,142,M.Tech,Digital Marketing,Onsite
"Data Science Manager, Payment Acceptance - USA",TCS,Kolkata,Full-time,5-10 years,1/13/2025,1/24/2025,Naukri.com,375,B.Tech,UI/UX,Remote
Data Analyst,Microsoft,Noida,Internship,2-5 years,12/25/2024,1/4/2025,LinkedIn,316,M.Tech,C++,Hybrid
Data Scientist / Applied Mathematician,Accenture,Mumbai,Part-time,0-2 years,1/1/2025,1/26/2025,Naukri.com,67,M.Tech,Excel,Onsite
Machine Learning Engineer,Deloitte,Bangalore,Full-time,5-10 years,12/29/2024,1/15/2025,Naukri.com,419,M.Tech,Python,Hybrid
Data Scientist,Accenture,Bangalore,Full-time,5-10 years,12/23/2024,1/3/2025,Indeed,146,B.Sc,Python,Remote
Patient Safety- Associate Data Scientist,Deloitte,Pune,Part-time,2-5 years,1/15/2025,2/12/2025,Naukri.com,18,MBA,C++,Hybrid
Machine Learning Engineer,Accenture,Jaipur,Full-time,5-10 years,1/14/2025,2/9/2025,LinkedIn,11,B.Sc,C++,Remote
Senior Data Scientist,Deloitte,Delhi,Full-time,5-10 years,1/6/2025,1/15/2025,Naukri.com,416,B.Sc,AWS,Onsite
(Sr.) Data Scientist -,Deloitte,Delhi,Internship,2-5 years,1/17/2025,2/5/2025,Naukri.com,88,MBA,Excel,Hybrid
Data Scientist,Microsoft,Chennai,Part-time,5-10 years,1/11/2025,1/28/2025,Indeed,233,B.Tech,C++,Onsite
Staff Data Scientist - Analytics,Amazon,Chennai,Internship,0-2 years,1/4/2025,1/27/2025,Indeed,355,B.Sc,SQL,Remote
Data Analytics Engineer,Deloitte,Bangalore,Contract,10+ years,1/11/2025,2/5/2025,Naukri.com,405,MBA,AWS,Remote
"Data Scientist, Kinship - NYC/Portland",HCL,Pune,Contract,2-5 years,1/1/2025,1/22/2025,LinkedIn,287,M.Tech,SQL,Onsite
Senior Data Scientist,Accenture,Jaipur,Part-time,10+ years,1/19/2025,2/4/2025,Indeed,263,B.Sc,AWS,Onsite
Applied Technology Researcher / Data Scientist,           Amazon,   Kolkata,Part-time,10+ years,1/15/2025,2/12/2025,LinkedIn,239,MBA,React,Hybrid
Data Scientist,TCS,Mumbai,Part-time,5-10 years,12/27/2024,1/22/2025,Indeed,92,B.Sc,SQL,Onsite
Machine Learning Engineer,        Accenture,  Pune,Full-time,2-5 years,12/28/2024,1/17/2025,Naukri.com,291,M.Tech,Machine Learning,Onsite
Health Data Scientist - Biomedical/Biostats,Microsoft,Ahmedabad,Contract,0-2 years,1/19/2025,2/8/2025,Naukri.com,443,M.Tech,Python,Onsite
Senior Data Scientist,Infosys,Chennai,Internship,2-5 years,1/20/2025,2/2/2025,Naukri.com,420,B.Tech,Machine Learning,Remote
Staff Data Scientist,Infosys,Hyderabad,Part-time,0-2 years,1/13/2025,2/3/2025,Indeed,218,PhD,Python,Remote
Data Scientist,IBM,Jaipur,Full-time,5-10 years,1/2/2025,1/26/2025,Naukri.com,116,M.Tech,C+,Remote
Sr Data Engineer (Sr BI Developer),Amazon,Chennai,Part-time,5-10 years,1/11/2025,1/24/2025,Naukri.com,153,B.Sc,Machine Learning,Onsite
Data Engineer,Wipro,Mumbai,Full-time,0-2 years,1/5/2025,1/18/2025,Indeed,10,M.Tech,UI/UX,Remote
Lead Data Scientist,Accenture,Delhi,Contract,10+ years,12/23/2024,1/9/2025,Naukri.com,245,B.Sc,AWS,Onsite
Data Scientist,Deloitte,Hyderabad,Contract,5-10 years,1/2/2025,1/26/2025,LinkedIn,458,M.Tech,Excel,Hybrid
RFP Data Analyst,IBM,Hyderabad,Part-time,2-5 years,1/16/2025,2/9/2025,Naukricom,88,M.Tech,Java,Onsite
Data Analyst,TCS,Kolkata,Part-time,0-2 years,12/25/2024,1/24/2025,Indeed,434,B.Sc,Machine Learning,Remote
Data Scientist (TS/SCI),  IBM,Jaipur,Part-time,10+ years,1/21/2025,2/13/2025,LinkedIn,420,B.Sc,Python,Hybrid
Data Engineer,Microsoft,Pune,Full-time,0-2 years,1/7/2025,1/28/2025,LinkedIn,227,MBA,SQL,Remote
Data Scientist,Amazon,Chennai,Contract,10+ years,1/4/2025,1/17/2025,Naukri.com,222,M.Tech,Excel,Hybrid
Data Scientist,HCL,Mumbai,Contract,10+ years,1/6/2025,1/16/2025,LinkedIn,400,M.Tech,C++,Onsite
Software Engineer - Data Science,Amazon,Jaipur,Contract,0-2 years,12/28/2024,1/24/2025,Naukri.com,247,B.Tech,Machine Learning,Remote
Data Analyst/Engineer,IBM,Jaipur,Internship,5-10 years,12/27/2024,1/20/2025,Naukri.com,220,PhD,Digital Marketing,Hybrid
NGS Scientist,Infosys,Bangalore,Full-time,2-5 years,1/1/2025,1/13/2025,Naukricom,207,MBA,C+,Hybrid
Data Engineer,Accenture,Kolkata,Full-time,5-10 years,12/28/2024,1/27/2025,LinkedIn,42,PhD,Excel,Onsite
Data Scientist,HCL,Chennai,Part-time,10+ years,1/2/2025,1/22/2025,Naukri.com,275,B.Tech,Machine Learning,Remote
Senior Data Engineer,Infosys,Hyderabad,Internship,10+ years,12/31/2024,1/17/2025,Indeed,100,M.Tech,AWS,Hybrid
Senior Data Scientist,HCL,Jaipur,Full-time,10+ years,1/8/2025,1/25/2025,Naukri.com,241,B.Tech,C++,Onsite
Data Engineer,Google,Chennai,Full-time,10+ years,1/9/2025,1/17/2025,Naukri.com,141,B.Tech,Machine Learning,Remote
Business Intelligence Analyst,Amazon,Chennai,Part-time,10+ years,12/30/2024,1/7/2025,Indeed,115,PhD,Python,Onsite
Sr. ML/Data Scientist - AI/NLP/Chatbot,Amazon,Kolkata,Contract,10+ years,12/30/2024,1/15/2025,LinkedIn,488,B.Tech,Java,Remote
Data Scientist,Microsoft,Delhi,Full-time,0-2 years,12/27/2024,1/23/2025,Indeed,69,B.Tech,C++,Onsite
Data Scientist,Deloitte,Delhi,Full-time,5-10 years,12/29/2024,1/26/2025,Naukri.com,113,B.Tech,C++,Remote
Data Engineer,Infosys,Jaipur,Contract,2-5 years,12/29/2024,1/9/2025,Indeed,235,B.Tech,Machine Learning,Onsite
Sr. ML/Data Scientist - AI/NLP/Chatbot,Amazon,Jaipur,Full-time,0-2 years,1/9/2025,1/25/2025,Naukri.com,481,MBA,Digital Marketing,Onsite
Data Scientist,Deloitte,Delhi,Contract,0-2 years,1/12/2025,1/25/2025,Naukri.com,280,B.Sc,Digital Marketing,Hybrid
Senior Data Engineer,Amazon,Kolkata,Full-time,0-2 years,1/13/2025,1/20/2025,Naukri.com,70,MBA,Excel,Hybrid
Data Engineer,Infosys,Noida,Internship,5-10 years,1/21/2025,2/13/2025,Indeed,10,M.Tech,Excel,Onsite
Data Scientist,Microsoft,Jaipur,Contract,10+ years,1/6/2025,1/30/2025,LinkedIn,177,M.Tech,SQL,Hybrid
Machine Learning Engineer,TCS,Mumbai,Internship,0-2 years,12/27/2024,1/16/2025,Indeed,137,MBA,Excel,Remote
Data Scientist (TS/SCI),Microsoft,Jaipur,Part-time,0-2 years,12/28/2024,1/22/2025,LinkedIn,400,PhD,React,Onsite
Data Engineer,TCS,Hyderabad,Internship,5-10 years,12/30/2024,1/24/2025,Naukri.com,284,B.Tech,UI-UX,Hybrid
Data Scientist,Amazon,Bangalore,Part-time,10+ years,12/26/2024,1/3/2025,Indeed,272,MBA,Digital Marketing,Hybrid
Data Scientist,Accenture,Delhi,Full-time,2-5 years,12/31/2024,1/18/2025,Naukri.com,385,PhD,Digital Marketing,Onsite
